Date,City,State,Country,Shape,Duration,Summary,Posted,Images,ReportNum,Location,Latitude,Longitude
9/22/2022 13:45,Monmouth,OR,USA,Sphere,5 minutes,Silver sphere spotted heading towards Corvallis oregon on 99 south,10/8/2022,,1000,"Monmouth, OR",44.8484524,-123.2339888
9/22/2022 9:11,Dallas,TX,USA,Delta,4 seconds,Dark Triangular UFO,10/8/2022,Yes,1001,"Dallas, TX",32.7766642,-96.7969879
9/22/2022 6:40,San Bernardino,CA,USA,Oval,Lasted 20secs,Heading to work and it just a appears in the sky comes close and just does a “ J “ turn and hyperdrives out too space,10/8/2022,,1002,"San Bernardino, CA",34.1083449,-117.2897652
9/22/2022 3:54,Chino Hills,CA,USA,Sphere,About one second,Ring camera in garage captured orb exiting car approaches camera then launches towards sky.,10/8/2022,,1003,"Chino Hills, CA",33.9898188,-117.7325848
9/22/2022 3:00,Shaftsbury,VT,USA,Unknown,at least 10 minutes,large aircraft blinking red and green lights alternately,10/8/2022,,1004,"Shaftsbury, VT",43.0036753,-73.1955094
9/21/2022 23:28,Robertsdale,AL,USA,Light,3 to 5 minutes,Watched what appeared as a star move across the sky multiple directions,10/8/2022,,1005,"Robertsdale, AL",30.5538048,-87.7119324
9/21/2022 22:45,Birmingham,AL,USA,Unknown,7 min,"Two very large, very bright round lights, flash on/off",10/8/2022,,1006,"Birmingham, AL",33.5185892,-86.8103567
9/21/2022 22:19,Marathon,FL,USA,Triangle,9-12 seconds,Large Dark triangle shaped craft without lights 60-80ft wingspan and was silent as a whisper,10/8/2022,,1007,"Marathon, FL",24.726026,-81.0446262
9/21/2022 22:09,Buffalo,NY,USA,Star,5min,star-like ball of light travelling in a b-line in a NE direction from Lake Erie direction against the wind,10/8/2022,,1008,"Buffalo, NY",42.8864468,-78.8783689
9/21/2022 22:00,Fayetteville,TN,USA,Circle,Approximately 3 min,"I was coming home , from about 200 yards away I saw what I thought was a Chinese lantern fl stationary roughly 30 to 50 feet above the.",10/8/2022,,1009,"Fayetteville, TN",35.1520266,-86.5705508
9/21/2022 21:50,Waterbury,CT,USA,Light,No more than 10 minutes,"Flashing red/white lights - whirring sound when lights were 'on'/visible - no sound when lights were ""off""/not visible",10/8/2022,,1010,"Waterbury, CT",41.5581525,-73.0514965
9/21/2022 21:33,Brevard,NC,USA,Changing,Still continuing…,"Moves in erratic, zig zag and extremely fast motions, appearing and reappearing at unnatural distances.",10/8/2022,,1011,"Brevard, NC",35.2334472,-82.7342919
9/21/2022 21:21,PORT WASHINGTON,NY,USA,Circle,2 minutes,Swirling hovering sound and a round object circling fast,10/8/2022,Yes,1012,"PORT WASHINGTON, NY",40.8256561,-73.6981858
9/21/2022 20:52,Venice,FL,USA,Unknown,20 seconds,Observed unidentified flying object(s),10/8/2022,,1013,"Venice, FL",27.0997775,-82.4542632
9/21/2022 20:50,Naples,NY,USA,Fireball,12 minutes,Saw 5 objects the most I have ever seen in 1 night,10/8/2022,,1014,"Naples, NY",42.6153453,-77.4024853
9/21/2022 20:23,Las Vegas,NV,USA,Other,Approx. 30 second,Looking in sky to spot satellites,10/8/2022,,1015,"Las Vegas, NV",36.171563,-115.1391009
9/21/2022 19:42,Lapeer,MI,USA,Rectangle,A few seconds,Picture captured of something in sky,10/8/2022,,1016,"Lapeer, MI",43.0514161,-83.3188341
9/21/2022 19:31,San Marcos,CA,USA,Formation,4 minutes,"Two red lights in formation, roughly 400 feet apart, moving south close to horizon",10/8/2022,,1017,"San Marcos, CA",33.1433723,-117.1661449
9/21/2022 14:35,Sacramento,CA,USA,Formation,15 minutes,Looked up and in distance at very high altitude we saw a group of 4 objects surrounding 1 object and 10 others in irregular line nearby,10/8/2022,,1019,"Sacramento, CA",38.5815719,-121.4943996
9/21/2022 12:30,Norristown,PA,USA,Light,A few minutes,Multiple flashing lights not in a line like starlink,10/8/2022,,1020,"Norristown, PA",40.121497,-75.3399048
9/21/2022 10:20,Osceola,IA,USA,Unknown,About a hour.,The UFOs flew over my apartment and picked up a car and dropped it.,10/8/2022,,1022,"Osceola, IA",41.0342618,-93.766759
9/21/2022 5:10,The Woodlands/Spring,TX,USA,Chevron,10-15 seconds,Saw 3 lights in triangle shape move in “L” shape. Moved way too fast to be any airplane.,10/8/2022,,1024,"The Woodlands/Spring, TX",30.0799405,-95.4171601
9/21/2022 3:05,Beverly Hills,CA,USA,Delta,2 to 5 minutes,Observed UFO flying West to East at a high rate of speed.,10/8/2022,,1025,"Beverly Hills, CA",34.0736204,-118.4003563
9/20/2022 23:06,Lincoln,NE,USA,Changing,From 11pm to 5am,"Watched 20 or more bright star like objects shapeshift, zig zag while looked at was night fishing. Saw them all night and many since",12/22/2022,Yes,1026,"Lincoln, NE",40.813616,-96.7025955
9/20/2022 22:48,Rural/Not Applicable,WV,USA,Changing,1 minute 34 seconds,Smoking a cigarette and walking the dog in the yard late in the evening when I looked up and saw the object. Shot a video on an iPhone.,10/8/2022,,1027,"Rural/Not Applicable, WV",38.5976262,-80.4549026
9/20/2022 22:02,Arlington,WA,USA,Light,2 minutes,Light seen in sky,10/8/2022,,1028,"Arlington, WA",48.1987118,-122.1251418
9/20/2022 20:30,Virgin,UT,USA,Light,30 minutes,Three objects moving in the sky at the same time into different directions and able to go back to their previous location faster than h,12/22/2022,,1029,"Virgin, UT",37.208316,-113.1882792
9/20/2022 20:09,Westland,MI,USA,Light,,Seen a light hovering thought it was a plane but it went backward then shot forward,10/8/2022,,1030,"Westland, MI",42.324204,-83.400211
9/20/2022 20:00,Greenville,NC,USA,Unknown,1.5 hours,Orange/White light changing from extremely bright to nothing,10/8/2022,,1031,"Greenville, NC",35.612661,-77.3663538
9/20/2022 17:35,Shorewood,WI,USA,Sphere,5 Minutes,Two spherical objects flew over my house in a straight line from south to north,10/8/2022,,1032,"Shorewood, WI",43.0891787,-87.8875848
9/20/2022 5:46,West Milford,NJ,USA,Light,2 mins,"Bright white light, heading from northwest to southeast. Swerving flight path",10/8/2022,,1033,"West Milford, NJ",41.1311292,-74.3673254
9/20/2022 1:00,Phoenixville,PA,USA,Light,5 minutes,Indistinct object with rapidly changing lights of different colors sighted moving erratically in Phoenixville,10/8/2022,,1035,"Phoenixville, PA",40.1303822,-75.5149128
9/20/2022 1:00,West Bloomfield,NY,USA,Unknown,20-30 minutes,"Slipping into bed when I noticed a distant bright which stopped, moved back, wiggled, and faded out",10/8/2022,,1036,"West Bloomfield, NY",42.9058971,-77.5391622
9/19/2022 22:07,Half Moon Bay,CA,USA,Light,3 seconds,"I saw two high-altitude soft cool light glows, one following the other which is exactly what I saw on the 9th of September of this year",10/8/2022,,1038,"Half Moon Bay, CA",37.4635519,-122.4285862
9/19/2022 22:00,Lebanon,OR,USA,Light,15seconds,It flew into an invisible object.,10/8/2022,,1039,"Lebanon, OR",44.5365119,-122.9070339
9/19/2022 21:50,Ocean City,MD,USA,Formation,Approximately 10-15 mins,Red lights in the sky,10/8/2022,Yes,1040,"Ocean City, MD",38.3365032,-75.0849058
9/19/2022 21:22,San Diego,CA,USA,Circle,11 Seconds,Mission Beach UFO,12/22/2022,,1041,"San Diego, CA",32.715738,-117.1610838
9/19/2022 21:15,between lindale texas and canton texas,TX,USA,Triangle,30 seonds,basically just a row of windows? traveling low and slow over the highway then just fading out.,10/8/2022,,1042,"between lindale texas and canton texas, TX",31.9685988,-99.9018131
9/19/2022 21:14,Saint Augustine,FL,USA,Circle,About 45 second,I thought it was Starlink at first but I zoomed in and noticed there was a dome in the center of the disc.,12/22/2022,Yes,1043,"Saint Augustine, FL",29.9012437,-81.3124341
9/19/2022 21:01,Vista,CA,USA,Changing,The past 15 minutes,"First there were 2 orange big lights, they disappeared and c/m and back smaller as 5 lights and were spinning in a circle",10/8/2022,,1044,"Vista, CA",33.2000368,-117.2425355
9/19/2022 21:00,Wilmington,NC,USA,Cigar,6 seconds,"it was a flying stick with large windows about 6 with white light coming out of the windows, it was flying fast and went quickly.",10/8/2022,,1045,"Wilmington, NC",34.2103894,-77.8868117
9/19/2022 20:55,Arcola,TX,USA,Formation,~12 seconds,Bright lights in a V or horseshoe formation that disappeared rapidly.,10/8/2022,Yes,1046,"Arcola, TX",29.4960702,-95.4657756
9/19/2022 20:41,Ventura,CA,USA,Rectangle,30 secs,Ladder with lights,10/8/2022,,1047,"Ventura, CA",34.2804923,-119.2945199
9/19/2022 20:28,Valdosta,GA,USA,Changing,,"Line moving very fast , lights then became a circle type then a sprial",10/8/2022,,1048,"Valdosta, GA",30.8327022,-83.2784851
9/19/2022 20:28,Dallas,GA,USA,Light,10 seconds,Multiple straight lights traveling low.  ((NUFORC Note:  Starlink satellittes.  PD)),10/8/2022,,1049,"Dallas, GA",33.9244531,-84.8413056
9/19/2022 20:28,Summerville,SC,USA,Light,~60 seconds,"A string of 10 lights similar to the Earthlink, but much shorter, rotating together at an angle, then flickered out and disappeared.",12/22/2022,,1050,"Summerville, SC",33.0185039,-80.1756481
9/19/2022 20:15,McCormick,SC,USA,Rectangle,one to two minutes,A string of rectangle e=devices in a straight line moving across the sky,10/8/2022,,1051,"McCormick, SC",33.9134577,-82.2934585
9/19/2022 19:45,Lackawanna,NY,USA,Cigar,10min,Flashing light standing pretty still in the sky seemed to fade in and out,10/8/2022,,1053,"Lackawanna, NY",42.8256141,-78.8233664
9/19/2022 19:31,Dothan,AL,USA,Cigar,10 seconds,It's was cigar 5 bright lights. I walked outside after a misunderstanding with my girlfriend. As soon as I got outside I looked up and,10/8/2022,,1054,"Dothan, AL",31.2232313,-85.3904888
9/19/2022 19:15,Phoenix,AZ,USA,Light,20,Unexplained light over Southeastern Phoenix Metro,10/8/2022,Yes,1055,"Phoenix, AZ",33.4483771,-112.0740373
9/19/2022 19:00,West Plains,MO,USA,Other,8 months,"Sighting first in Rolla then followed to St. Charles and West Plains, Mo.",10/8/2022,,1056,"West Plains, MO",36.7281154,-91.8523711
9/19/2022 18:50,Champaign,IL,USA,Egg,About 1 minute,Was standing on my porch and looked up and saw this egg/cigar shaped bright object slowly moving across the sky. No sound no wings.,12/22/2022,Yes,1057,"Champaign, IL",40.1164204,-88.2433829
9/19/2022 12:30,Fowler,CA,USA,Oval,12:30am to 4:30am,It keeps triggering my ring camera's.,10/8/2022,,1058,"Fowler, CA",36.6305058,-119.6784697
9/19/2022 1:41,Jamestown,TN,USA,Light,2-3 minutes,Have 1:42 of mystery light within close proximity,10/8/2022,,1059,"Jamestown, TN",36.4275699,-84.9318919
9/19/2022 0:05,Winterport,ME,USA,Triangle,5 minutes,I saw one small Aircraft do what looked like a traffic pattern and another seem do a decent through the cloud layer.,10/8/2022,,1060,"Winterport, ME",44.6377864,-68.8449792
9/18/2022 23:48,Fairbanks,AK,USA,Circle,Approx 10-12 seconds?,Saw a satellite then saw a light pacing behind it.,10/8/2022,Yes,1061,"Fairbanks, AK",64.8400511,-147.7199756
9/18/2022 23:30,Palo Alto,CA,USA,Triangle,4 min,"Angular shaped vessel, bright lights surrounding it at the top.",10/8/2022,Yes,1062,"Palo Alto, CA",37.4418834,-122.1430195
9/18/2022 22:01,Douglasville,GA,USA,Light,Watched for about 2 min,Flickering light red and white in color,10/8/2022,,1063,"Douglasville, GA",33.7514966,-84.7477136
9/18/2022 21:35,Sarasota,FL,USA,Changing,Maybe 2 minutes,"Unidentified orb-ish light, almost jellyfish/ stingray like",10/8/2022,,1064,"Sarasota, FL",27.336465,-82.5310117
9/18/2022 21:18,Hot Springs Village,AR,USA,Triangle,,Bright lights shoots down at times,10/8/2022,,1065,"Hot Springs Village, AR",34.6720356,-92.9987886
9/18/2022 21:00,Aventura,FL,USA,Changing,Ongoing for the past hour,"It’s between oval and square shape that keeps turning colors and intensity, on one same spot",10/8/2022,Yes,1066,"Aventura, FL",25.9564812,-80.1392121
9/18/2022 20:20,Winter Park,FL,USA,Changing,4,This video shows an unknown space object.,12/22/2022,,1067,"Winter Park, FL",28.5999998,-81.3392352
9/18/2022 20:16,Boca Raton,FL,USA,Circle,12 seconds,On my nest during a storm I saw this,10/8/2022,,1068,"Boca Raton, FL",26.3683064,-80.1289321
9/18/2022 19:40,Colorado springs,CO,USA,Sphere,40 seconds,A random white orb appeared in the sky and was moving very slow. No other lights were on it,10/8/2022,,1069,"Colorado springs, CO",38.8338816,-104.8213634
9/18/2022 18:50,Santa Fe,NM,USA,Unknown,Seconds,Metallic object fell quickly out of sky at sharp trajectory. Could not determine shape. Appeared to move faster than terminal velocity,12/22/2022,,1070,"Santa Fe, NM",35.6869752,-105.937799
9/18/2022 14:43,"Neenach (Northern, Los Angeles County)",CA,USA,Unknown,20 sec. or less.,"vanishing military fighter jet/s, saw was vastly high rate of speed at shockingly low altituide then vanished. in clear view",12/22/2022,Yes,1071,"Neenach (Northern, Los Angeles County), CA",34.780571,-118.5809521
9/18/2022 12:13,andrews afb,MD,USA,Circle,about ten seconds,not sure how many witnesses round very bright about as bright as the sun,12/22/2022,,1072,"andrews afb, MD",38.7965203,-76.8836261
9/18/2022 2:33,Everett,WA,USA,Unknown,8-15 seconds,UFO Does “loopty loop” then disappears,10/8/2022,,1073,"Everett, WA",47.9789848,-122.2020794
9/18/2022 0:20,Henrietta,NY,USA,Circle,~1 second,"circle craft came out from the area where the moon was,flew down and to the left incredibly fast,then quicky dropped below the treeline",10/8/2022,,1074,"Henrietta, NY",43.0592452,-77.6128039
9/17/2022 21:35,Coon Rapids,MN,USA,Circle,3 minutes,"Green pulsating Light, moving sporadically, changing directions. Stopping near a bright visible star",10/8/2022,Yes,1076,"Coon Rapids, MN",45.1732394,-93.3030063
9/17/2022 21:32,Milwaukee,WI,USA,Fireball,about 15 seconds,"Fireball over Lake Michigan, silent, changing direction before disappearing into clouds",10/8/2022,,1077,"Milwaukee, WI",43.0389025,-87.9064736
9/17/2022 21:27,Charlotte,NC,USA,Diamond,2 minutes,Sitting with my mom and sister on my deck in my backyard and saw a blinding diamond shaped light for roughly two minutes.,10/8/2022,,1078,"Charlotte, NC",35.2270869,-80.8431267
9/17/2022 20:52,Washington,VA,USA,Light,Approximately 35 minutes,2 lights synchronized side by side darting in the sky and occasionally come together and then repeat side by side,10/8/2022,,1079,"Washington, VA",38.7134301,-78.1590813
9/17/2022 20:28,Deland,FL,USA,Triangle,5-6 minutes,I was filming the launch of the SpaceX capsule and saw the Object below the space X rocket,10/8/2022,Yes,1080,"Deland, FL",29.028318,-81.3031179
9/17/2022 20:18,Troy,MI,USA,Circle,1 minute,Round bright object hovering at dusk,10/8/2022,,1081,"Troy, MI",42.6064095,-83.1497751
9/17/2022 20:00,Hummelstown,PA,USA,Light,Approximately 10 minutes,Cluster of red moving lights,10/8/2022,,1082,"Hummelstown, PA",40.2653681,-76.7083033
9/17/2022 19:28,Aberdeen,SD,USA,Fireball,Hours,"Its came, floated around and slowly faded",10/8/2022,Yes,1083,"Aberdeen, SD",45.4646985,-98.4864829
9/17/2022 17:45,Turner,ME,USA,Oval,2 Minutes or more,"Silent, high altitude fast moving.",10/8/2022,,1084,"Turner, ME",44.2564588,-70.2561671
9/17/2022 13:40,Provo,UT,USA,Sphere,5 minutes,"Witnessed a spherical object hovering motionless 2000' in the air. After several minutes it made a rapid, controlled descent.",10/8/2022,Yes,1085,"Provo, UT",40.2338438,-111.6585337
9/17/2022 3:00,Hauser Lake,ID,USA,Triangle,30 seconds,I had an interaction with a black triangle,12/22/2022,Yes,1086,"Hauser Lake, ID",47.7812271,-117.0207772
9/17/2022 0:15,Cliffside Park,NJ,USA,Light,Approx 5 minutes,"Bright light extending from dark cloud formation over river, moving very slowly and deliberately",10/8/2022,,1087,"Cliffside Park, NJ",40.8214894,-73.9876388
9/16/2022 23:45,Waterford,ME,USA,Light,>25 minutes,"Light about the size of a satellite, moving Side to side, up and down, small circles, and figure eights",10/8/2022,,1088,"Waterford, ME",44.1932639,-70.7091738
9/16/2022 23:30,Pearl city,HI,USA,Cylinder,Thirty minutes,Moving across the sky above pearl city hawaii,10/8/2022,,1089,"Pearl city, HI",21.3910364,-157.9715193
9/16/2022 22:00,Ridley Park,PA,USA,Cylinder,1.5 hours,At least 3 crafts circling PA NJ DE area,10/8/2022,,1090,"Ridley Park, PA",39.8812236,-75.3237993
9/16/2022 21:46,Napa,CA,USA,Light,45 seconds,IFO sighting SF Bay area,10/8/2022,,1091,"Napa, CA",38.2975381,-122.286865
9/16/2022 21:30,Vassalboro,ME,USA,Circle,2-3 mins,9 objects over few minutes time,10/8/2022,,1092,"Vassalboro, ME",44.4588807,-69.6777605
9/16/2022 21:09,Downtown St. Louis,MO,USA,Fireball,2 minutes,Orange Reddish Fireballs Multiplying,10/8/2022,,1093,"Downtown St. Louis, MO",38.6266074,-90.1916501
9/16/2022 21:01,Schenectady,NY,USA,Circle,Approximately 6 minutes,Glowing balls that looked like round fireballs travelling one minute behind each other going in the same direction.,10/8/2022,,1094,"Schenectady, NY",42.8142432,-73.9395687
9/16/2022 21:00,St Louis,MO,USA,Fireball,About 5 min is all I saw,"4 fireballs falling merged into 1, than split into 4 and left 5th ball behind stationary. Than the 4 stopped falling and 2 more appeare",10/8/2022,,1095,"St Louis, MO",38.6270025,-90.1994042
9/16/2022 20:30,Wrightsville Beach,NC,USA,Sphere,2 minutes,"Spotted 2 UFOs, one white one red & white, above Wrightsville Beach",10/8/2022,Yes,1096,"Wrightsville Beach, NC",34.2085036,-77.7963709
9/16/2022 20:30,Wrightsville Beach,NC,USA,Changing,2 minutes,"*Update* 2 UFOs Spotted Fri 9/16/22 @8:30PM Over Wrightsville Beach, NC",10/8/2022,,1097,"Wrightsville Beach, NC",34.2085036,-77.7963709
9/16/2022 20:20,Silver Bay,NY,USA,Light,3 minutes,3 lights in a row moving same speed,10/8/2022,,1098,"Silver Bay, NY",43.6964519,-73.5056735
9/16/2022 20:10,Lamoille Canyon,NV,USA,Light,1 to 2 minutes,I have a video. It moved down and over then stopped then moved again and stopped then disappeared.,10/8/2022,,1099,"Lamoille Canyon, NV",40.6915939,-115.4742251
9/16/2022 20:00,Springfield,NH,USA,Triangle,Approximately an hour,Sitting at a campfire in front yard. A guest noticed an triangle shaped area of the sky with no stars showing.,10/8/2022,,1100,"Springfield, NH",43.4950734,-72.0334187
9/16/2022 16:30,Silver Bay,NY,USA,Cigar,Clear view approx 7 minu,"I was out on the point for a wedding rehearsal, and I noticed something shimmering in sky.",10/8/2022,,1101,"Silver Bay, NY",43.6964519,-73.5056735
9/16/2022 6:10,Coweta,OK,USA,Circle,1 or 2 minutes,"Very fast moving bright circular craft that made no sound coming out of the west, flew overhead and faded to a dull hew then vanished",10/8/2022,,1102,"Coweta, OK",35.9517674,-95.650814
9/16/2022 0:05,Irvington/Newark border,NJ,USA,Circle,30-60 seconds,Seen hovering on a residential street before passing slowly diagonally over houses,10/8/2022,,1103,"Irvington/Newark border, NJ",40.7342574,-74.248156
9/15/2022 22:45,China,ME,USA,Light,2 minutes,"Two solid lights moving in unison, one fluctuating in luminosity.",10/8/2022,,1104,"China, ME",44.4786791,-69.5172641
9/15/2022 22:39,De Pere,WI,USA,Light,5 seconds,"Blue light that rapidly grew, broke off into 3, ""fell"" a small bit, and disappeared",10/8/2022,,1105,"De Pere, WI",44.4488805,-88.0603806
9/15/2022 22:37,Arlington Heights,IL,USA,Chevron,1 second,while driving saw a neon green long rectangular object with a pointed end heading towards the southwest,10/8/2022,,1106,"Arlington Heights, IL",42.0883603,-87.9806265
9/15/2022 21:49,Marysville,OH,USA,Light,16 seconds,"Bright ""white sparking"" lights really high in night sky.",10/8/2022,,1107,"Marysville, OH",40.2364486,-83.3671432
9/15/2022 21:40,North Las Vegas,NV,USA,Light,3 minutes,Set of three bright white lights moving in formation,10/8/2022,,1108,"North Las Vegas, NV",36.1988592,-115.1175013
9/15/2022 21:10,Woonsocket,RI,USA,Circle,30 minutes,Semi circle of lights hovering,10/8/2022,Yes,1109,"Woonsocket, RI",42.0028761,-71.5147839
9/15/2022 21:00,Mount Pleasant,TX,USA,Circle,About 2-3 minutes total,First dot making triangular patterns. The next two criss crossed straight lines. The final one flew west in a straight line,10/8/2022,,1110,"Mount Pleasant, TX",33.1567863,-94.968269
9/15/2022 20:58,Mayville,WI,USA,Other,3 seconds,Saw a faint red lit dark object move very fast in a non linear manner and disappear rapidly all within 3 seconds or so.,10/8/2022,,1111,"Mayville, WI",43.4941611,-88.5448237
9/15/2022 20:04,Amherst,MA,USA,Light,,2 of them were extremely bright white lights with halos they were approximately a mile up and moving about 300-400 mph.,10/8/2022,,1112,"Amherst, MA",42.3732216,-72.5198537
9/15/2022 20:00,Kiawah Island,SC,USA,Circle,Hour or more,Noticed a reddish circular object in the sky that appeared at to be moving and then seemed to hover.,10/8/2022,Yes,1113,"Kiawah Island, SC",32.6082373,-80.0848166
9/15/2022 17:15,Morris Plains,NJ,USA,Circle,15,Filmed a craft that disappeared and reappeared,10/8/2022,Yes,1114,"Morris Plains, NJ",40.8395922,-74.4818698
9/15/2022 15:00,Loranger,LA,USA,Cigar,20 seconds,"Clear sunny day , Flying Southwest over Hammond Airport on Louisiana",12/22/2022,,1115,"Loranger, LA",30.6357439,-90.3981441
9/15/2022 13:05,Thornton,CO,USA,Circle,4-5 seconds,I witnessed a group of 6 or 7 golden objects move across the sky & as I tracked them they came together as one and disappeared.,10/8/2022,,1116,"Thornton, CO",39.8680412,-104.9719243
9/15/2022 13:00,Hwy 71 between maryville - saint joeseph,MO,USA,Triangle,,Weird big black triangle hovering craft,12/22/2022,,1117,"Hwy 71 between maryville - saint joeseph, MO",39.758452,-94.791056
9/15/2022 10:10,Luttrell-manerdville,TN,USA,Cylinder,Slow speed apx 10min,"It was slow moving, top and bottom flashing white lights",10/8/2022,,1118,"Luttrell-manerdville, TN",36.2586989,-83.7736084
9/15/2022 9:30,Apopka,FL,USA,Other,5 - 10 minutes,"I have photos. Also, there was a rocket launching immediately after the sighting, but there were no scheduled rocket launches, today.",10/8/2022,Yes,1119,"Apopka, FL",28.6934076,-81.5322149
9/15/2022 4:50,Milan,MI,USA,Triangle,10 seconds,Flew right over the road,10/8/2022,,1120,"Milan, MI",42.0853204,-83.6824384
9/15/2022 3:14,Mansfield,MA,USA,Light,Every night,UFOS OVER MY HOUSE EVERY NIGHT. GOVERNMENT DRONES CIRCLING,10/8/2022,,1121,"Mansfield, MA",42.0334565,-71.2190578
9/15/2022 0:01,South Dennis,MA,USA,Other,1 minute,2 sets of blinking red lights pass very close to eachother,10/8/2022,,1122,"South Dennis, MA",41.7020781,-70.1515342
9/14/2022 21:30,Ellabell,GA,USA,Changing,ongoing,Third time we gave witnessed these UAPs,10/8/2022,,1123,"Ellabell, GA",32.1235367,-81.4856673
9/14/2022 21:30,Berwyn,PA,USA,Cylinder,seconds,"Long line of white light moving quickly and grew a large circle on the front end then poof, disappeared.",10/8/2022,,1124,"Berwyn, PA",40.045824,-75.4395931
9/14/2022 20:11,Mt Charleston,NV,USA,Light,30 seconds,"Brighter than any star, moving what looked like faster than any aircraft",10/8/2022,,1125,"Mt Charleston, NV",36.2571855,-115.6427949
9/14/2022 20:09,Chico,CA,USA,Sphere,5 mins,I looked up to see a blue orb/sphere traveling slowly in the sky it was shooting other orbs out of it and even moved closer,12/22/2022,,1126,"Chico, CA",39.7284944,-121.8374777
9/14/2022 20:00,Gulf Shores,AL,USA,Light,Over a span of 20 minutes,"lights splitting, dividing, and then disappearing.",10/8/2022,,1127,"Gulf Shores, AL",30.2460361,-87.7008193
9/14/2022 19:30,Baldwin,FL,USA,Light,An hour or 2?,bright orb of light then big aircraft followed. Then I seen what looked like to be a rocket launch. Then the orb&aircraft chased,10/8/2022,,1128,"Baldwin, FL",30.3027384,-81.9753865
9/14/2022 9:20,Duluth,GA,USA,Other,1 hour,Saw it come off the moon or appeared to and watched it slowly move a ross the sky left of the moon then it just stayed put hovering,10/8/2022,Yes,1130,"Duluth, GA",34.0028786,-84.1446376
9/14/2022 7:08,Corydon,IN,USA,Triangle,45 minutes to an hour,We were rounding a 90% turn on a small country road and they were waiting as we came out of the sharp turn,10/8/2022,,1131,"Corydon, IN",38.2120121,-86.1219155
9/14/2022 6:00,Tamarac,FL,USA,Light,5 m,Walking my dog in the morning,10/8/2022,,1132,"Tamarac, FL",26.2128609,-80.2497707
9/13/2022 23:32,Largo,FL,USA,Triangle,10-15 seconds,Black triangle craft with 3 dull white lights at each point,10/8/2022,,1133,"Largo, FL",27.9094665,-82.7873244
9/13/2022 22:00,Pawley's Island,SC,USA,Light,10 seconds,Group sees an ornage light eject multiple other lights,10/8/2022,Yes,1134,"Pawley's Island, SC",33.4332236,-79.1214313
9/13/2022 21:32,Duluth,MN,USA,Rectangle,Maybe in 5 min,Bright orange light in the sky is wat caught my attention,10/8/2022,Yes,1135,"Duluth, MN",46.7866719,-92.1004852
9/13/2022 21:30,Myakka City,FL,USA,Light,5 minutes,As it moved over very slowly it had a weird forward movement.,10/8/2022,,1136,"Myakka City, FL",27.3500393,-82.1625611
9/13/2022 21:17,Aiken,SC,USA,Light,15 minutes that I saw,"Changed colors, moved erratically",10/8/2022,,1137,"Aiken, SC",33.5604168,-81.7195533
9/13/2022 21:10,Chester Springs,PA,USA,Diamond,10 minutes,A very bright light moving very erratic,10/8/2022,,1138,"Chester Springs, PA",40.0784461,-75.6342521
9/13/2022 20:55,Walnut Creek,CA,USA,Triangle,17 seconds,Black triangle hovering silently approximately 100 ft above ground,12/22/2022,,1139,"Walnut Creek, CA",37.9100783,-122.0651819
9/13/2022 20:43,Dover,DE,USA,Light,4-5 minutes,Ball of light,10/8/2022,,1140,"Dover, DE",39.158168,-75.5243682
9/13/2022 20:10,Mesa,AZ,USA,Light,10 min,Stationary Flashing Bright Green Light,10/8/2022,Yes,1141,"Mesa, AZ",33.4151843,-111.8314724
9/13/2022 20:05,Paulsboro,NJ,USA,Disk,2 minutes,A craft that turns invisible,10/8/2022,,1142,"Paulsboro, NJ",39.830391,-75.2404607
9/13/2022 19:57,Farmington,MO,USA,Fireball,2 Minutes,As I watched if go past the field across the street I shined a light at it and the ufo’s light dimes and vanished,10/8/2022,,1143,"Farmington, MO",37.7808846,-90.4217895
9/13/2022 6:59,Naples,FL,USA,Changing,7 to 10 min.,Noticed an orb to the right of the moob,10/8/2022,,1144,"Naples, FL",26.1420358,-81.7948103
9/13/2022 5:05,Prosper,TX,USA,Circle,About 10 minutes,oscillating sphere in sky sparkled various color blueish and slight red,10/8/2022,Yes,1145,"Prosper, TX",33.2480074,-96.7850822
9/13/2022 0:01,Baldwin Park,CA,USA,Changing,Still out there,Weird lights like orbs changing,10/8/2022,,1146,"Baldwin Park, CA",34.0852868,-117.9608978
9/12/2022 22:32,California,PA,USA,Unknown,Over 30 minutes,There were 3 in the shape of a triangle and one circling around it like a fly in smooth motions but not like a plane.,10/8/2022,Yes,1147,"California, PA",40.0656291,-79.8917139
9/12/2022 22:30,Mount Vernon,KY,USA,Disk,15 minutes,Rotating disk,10/8/2022,,1148,"Mount Vernon, KY",37.3528615,-84.3404919
9/12/2022 22:05,Thomaston,CT,USA,Disk,2 seconds,We saw a large ship completely lit up moving at an impossible speed across the sky for 2 seconds,10/8/2022,Yes,1149,"Thomaston, CT",41.6743343,-73.0724037
9/12/2022 22:00,Kiowa,CO,USA,Light,All night,Several Bright lights in the sky. Float and will move closer.,10/8/2022,,1150,"Kiowa, CO",39.3472095,-104.4644112
9/12/2022 19:55,North Chesterfield,VA,USA,Fireball,It is a still shot,It looks like something entering the atmosphere two objects glowing green,10/8/2022,Yes,1151,"North Chesterfield, VA",37.5003021,-77.5969889
9/12/2022 13:15,Flushing,NY,USA,Unknown,5 minutes,Craft,10/8/2022,Yes,1152,"Flushing, NY",40.7674987,-73.833079
